tipo_imovel,logradouro,bairro,numero,metragem,quartos,banheiros,vaga,preco_total,longitude,latitude,ruas,latitude_utm,longitude_utm,latitude_utm.1,longitude_utm.1,lugares_alimentacao,outros,lugares_servicos,lugares_comercio,lugares_cultura,lugares_saude,lugares_religiosos,lugares_parques,lugares_estadios,lugares_educacao,lugares_metro_trem,lugares_turismo,lugares_transporte
outro,Rua Itapeva,Bela Vista,168.0,45,1,1,0.0,2726,-46.6510929,-23.558328600000007,itapeva,7393700.58,331481.42,7393700.58,331481.42,267.0,27.0,142.0,333.0,340.0,184.0,89.0,129.0,0.0,127.0,163.0,180.0,84.0
apartamento,Rua Pamplona,Bela Vista,83.0,40,1,1,1.0,4089,-46.6514126,-23.5594235,pamplona,7393578.95,331450.19,7393578.95,331450.19,224.0,27.0,161.0,343.0,336.0,203.0,93.0,134.0,0.0,127.0,163.0,180.0,84.0
apartamento,Rua Doutor Seng,Bela Vista,315.0,45,1,1,0.0,3421,-46.6508091,-23.5616247,doutor seng,7393335.91,331514.6,7393335.91,331514.6,239.0,29.0,179.0,377.0,289.0,235.0,106.0,134.0,0.0,128.0,161.0,253.0,84.0
apartamento,Rua Itapeva,Bela Vista,220.0,60,2,1,1.0,4061,-46.6515022,-23.5586326,itapeva,7393666.43,331440.03,7393666.43,331440.03,229.0,27.0,140.0,335.0,353.0,198.0,87.0,129.0,0.0,127.0,163.0,180.0,84.0
casa,Rua dos Franceses,Bela Vista,20.0,330,5,3,4.0,8326,-46.6475082,-23.5583095,franceses,7393706.91,331847.34,7393706.91,331847.34,195.0,20.0,126.0,238.0,263.0,164.0,90.0,122.0,0.0,113.0,160.0,189.0,84.0
apartamento,Rua Doutor Plínio Barreto,Bela Vista,249.0,110,3,2,0.0,5758,-46.6516302,-23.5577489,doutor plinio barreto,7393764.14,331425.84,7393764.14,331425.84,239.0,27.0,150.0,330.0,441.0,200.0,67.0,129.0,0.0,127.0,244.0,180.0,84.0
apartamento,Avenida Paulista,Bela Vista,1274.0,45,1,1,0.0,3891,-46.6539345,-23.5633573,paulista,7393140.36,331197.77,7393140.36,331197.77,215.0,29.0,203.0,340.0,324.0,238.0,87.0,103.0,0.0,111.0,325.0,175.0,84.0
apartamento,Rua Rabelo da Cruz,Vila Gustavo,111.0,64,2,1,1.0,2028,-46.592877,-23.4759017,rabelo da cruz,7402895.49,337323.01,7402895.49,337323.01,34.0,5.0,47.0,41.0,0.0,18.0,59.0,0.0,0.0,10.0,0.0,0.0,4.0
casa,Rua Cristóvao Bezerra Dantas,Vila Constança,325.0,80,2,1,0.0,1091,-46.5945659,-23.4719956,cristovao bezerra dantas,7403326.13,337145.7,7403326.13,337145.7,43.0,5.0,24.0,37.0,0.0,25.0,50.0,2.0,72.0,10.0,43.0,0.0,4.0
apartamento,Avenida Jaçanã,Vila Constança,764.0,68,2,2,1.0,2428,-46.585427,-23.4657025,jacana,7404033.32,338071.54,7404033.32,338071.54,6.0,2.0,28.0,0.0,31.0,18.0,16.0,2.0,15.0,0.0,0.0,0.0,0.0
casa,Avenida Mazzei,Vila Mazzei,1559.0,110,3,2,2.0,3557,-46.5974718,-23.4690729,mazzei,7403646.48,336845.27,7403646.48,336845.27,38.0,5.0,6.0,1.0,7.0,26.0,39.0,0.0,72.0,18.0,0.0,0.0,0.0
casa,Rua Pixibás,Vila Gustavo,19.0,50,1,1,0.0,1058,-46.59802970000001,-23.4778485,pixibas,7402674.07,336799.08,7402674.07,336799.08,49.0,10.0,62.0,54.0,0.0,49.0,68.0,0.0,0.0,10.0,43.0,0.0,4.0
apartamento,Rua São Nestor,Vila Mazzei,33.0,65,2,2,1.0,1716,-46.60309470000001,-23.473029800000006,sao nestor,7403201.92,336275.77,7403201.92,336275.77,39.0,7.0,56.0,46.0,0.0,71.0,58.0,5.0,72.0,18.0,43.0,0.0,4.0
apartamento,Avenida Júlio Buono,Vila Gustavo,1849.0,60,2,2,1.0,3402,-46.5911855,-23.483822600000003,julio buono,7402020.28,337505.5,7402020.28,337505.5,36.0,3.0,36.0,16.0,0.0,19.0,71.0,0.0,0.0,10.0,0.0,0.0,0.0
apartamento,Avenida Mazzei,Vila Mazzei,530.0,67,2,2,1.0,3347,-46.6036969,-23.4766177,mazzei,7402803.92,336218.68,7402803.92,336218.68,44.0,7.0,57.0,48.0,0.0,77.0,65.0,5.0,0.0,18.0,43.0,0.0,4.0
apartamento,Rua Areia do Rosário,Vila Constança,449.0,45,2,1,0.0,1566,-46.5763286,-23.4686509,areia do rosario,7403717.04,339004.55,7403717.04,339004.55,14.0,2.0,34.0,4.0,31.0,16.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0
outro,Rua das Gamboas,Vila Mazzei,451.0,40,1,1,0.0,667,-46.5990617,-23.4675997,gamboas,7403807.81,336681.05,7403807.81,336681.05,38.0,5.0,13.0,1.0,7.0,21.0,33.0,5.0,72.0,18.0,0.0,0.0,0.0
apartamento,Rua Teixeira da Silva,Paraíso,333.0,120,2,1,1.0,4472,-46.6477333,-23.571086800000003,teixeira da silva,7392291.7,331840.63,7392291.7,331840.63,127.0,92.0,153.0,262.0,117.0,220.0,107.0,80.0,155.0,56.0,357.0,78.0,0.0
apartamento,Rua Martiniano de Carvalho,Bela Vista,669.0,65,2,2,1.0,3963,-46.64217429999999,-23.5646347,martiniano de carvalho,7393012.71,332399.87,7393012.71,332399.87,130.0,21.0,125.0,147.0,120.0,223.0,126.0,31.0,0.0,86.0,242.0,162.0,84.0
apartamento,Rua Manuel da Nóbrega,Paraíso,518.0,160,4,3,1.0,8092,-46.651831,-23.5717799,manuel da nobrega,7392210.12,331423.25,7392210.12,331423.25,169.0,92.0,157.0,266.0,199.0,162.0,73.0,27.0,155.0,1.0,161.0,78.0,0.0
apartamento,Rua Otávio Nébias,Paraíso,98.0,210,4,4,4.0,14970,-46.6511874,-23.5727957,otavio nebias,7392098.39,331490.24,7392098.39,331490.24,164.0,92.0,123.0,162.0,199.0,174.0,71.0,18.0,155.0,1.0,81.0,79.0,0.0
outro,Rua Martins Fontes,Consolação,268.0,32,1,1,0.0,2652,-46.64505850000001,-23.5494364,martins fontes,7394692.37,332086.14,7394692.37,332086.14,295.0,37.0,110.0,245.0,274.0,107.0,100.0,114.0,0.0,608.0,366.0,950.0,84.0
apartamento,R. Caio Prado - Consolação,São Paulo - Sp,0.0,59,2,1,0.0,5848,0.0,0.0,caio prado - consolacao,7394692.37,332086.14,7394692.37,332086.14,295.0,37.0,110.0,245.0,274.0,107.0,100.0,114.0,0.0,608.0,366.0,950.0,84.0
apartamento,Rua Dona Antônia de Queirós,Consolação,43.0,70,1,1,1.0,3367,-46.6523327,-23.5528306,dona antonia de queiros,7394307.96,331347.84,7394307.96,331347.84,304.0,21.0,90.0,188.0,378.0,278.0,89.0,100.0,0.0,345.0,245.0,775.0,84.0
outro,Rua Santa Madalena,Bela Vista,72.0,29,1,1,1.0,3590,-46.6416373,-23.5633838,santa madalena,7393151.86,332453.1,7393151.86,332453.1,122.0,34.0,115.0,151.0,122.0,196.0,140.0,57.0,0.0,96.0,323.0,264.0,0.0
outro,Rua da Glória,Liberdade,153.0,28,1,1,0.0,2093,-46.6342277,-23.5546799,da gloria,7394124.36,333198.48,7394124.36,333198.48,136.0,48.0,114.0,139.0,356.0,80.0,104.0,61.0,19.0,467.0,494.0,666.0,6.0
outro,Rua São Francisco,Centro,98.0,25,1,1,0.0,1836,-46.6382768,-23.548753100000006,sao francisco,7394775.97,332777.62,7394775.97,332777.62,225.0,37.0,177.0,348.0,533.0,92.0,144.0,125.0,19.0,557.0,497.0,1271.0,0.0
apartamento,Avenida Nove de Julho,Bela Vista,337.0,60,1,1,0.0,1974,-46.6417328,-23.5496483,nove de julho,7394672.8,332425.93,7394672.8,332425.93,275.0,37.0,169.0,234.0,556.0,73.0,118.0,99.0,19.0,625.0,497.0,1349.0,0.0
apartamento,Rua Caio Prado,Consolação,247.0,45,1,1,1.0,2355,-46.6480393,-23.5500118,caio prado,7394625.16,331782.56,7394625.16,331782.56,306.0,19.0,123.0,254.0,295.0,157.0,98.0,108.0,0.0,413.0,285.0,600.0,84.0
outro,Rua Otávio Tarquínio de Souza,Campo Belo,160.0,30,1,1,1.0,2341,-46.6634083,-23.620102600000006,otavio tarquinio de souza,7386845.19,330303.71,7386845.19,330303.71,23.0,23.0,14.0,24.0,10.0,16.0,33.0,3.0,0.0,12.0,0.0,0.0,0.0
apartamento,Avenida dos Imarés,Moema,317.0,55,2,2,2.0,4928,-46.6661396,-23.6121219,dos imares,7387725.73,330014.72,7387725.73,330014.72,48.0,0.0,56.0,47.0,20.0,71.0,54.0,3.0,0.0,0.0,162.0,0.0,0.0
apartamento,Alameda dos Anapurus,Moema,1440.0,204,3,4,3.0,10440,-46.66181829999999,-23.6110926,dos anapurus,7387844.85,330454.36,7387844.85,330454.36,50.0,0.0,51.0,43.0,11.0,68.0,42.0,4.0,0.0,0.0,162.0,18.0,0.0
apartamento,Alameda dos Araés,Moema,1318.0,83,2,1,0.0,2900,-46.6573805,-23.6159869,dos araes,7387308.11,330913.49,7387308.11,330913.49,22.0,19.0,33.0,38.0,8.0,38.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
outro,Rua Pascal,Campo Belo,1777.0,37,1,1,1.0,3553,-46.6659698,-23.625116100000003,pascal,7386286.95,330048.82,7386286.95,330048.82,25.0,23.0,20.0,11.0,13.0,16.0,30.0,3.0,0.0,12.0,0.0,0.0,0.0
apartamento,Alameda dos Anapurus,Moema,1661.0,42,1,1,1.0,5266,-46.6628734,-23.612738500000006,dos anapurus,7387661.33,330348.81,7387661.33,330348.81,40.0,0.0,44.0,44.0,13.0,57.0,35.0,0.0,0.0,0.0,162.0,0.0,0.0
apartamento,Rua Doutor Jesuíno Maciel,Campo Belo,1682.0,70,2,2,1.0,6448,-46.6663282,-23.624216,doutor jesuino maciel,7386386.2,330011.09,7386386.2,330011.09,25.0,23.0,23.0,11.0,13.0,16.0,37.0,3.0,0.0,12.0,0.0,0.0,0.0
casa,Rua Zacarias de Gois,Campo Belo,1299.0,260,3,4,3.0,11990,-46.6709188,-23.6223222,zacarias de gois,7386590.45,329540.24,7386590.45,329540.24,31.0,23.0,25.0,20.0,13.0,25.0,46.0,3.0,20.0,0.0,0.0,0.0,0.0
casa,Rua Pascal,Campo Belo,1555.0,170,3,2,2.0,4750,-46.6675066,-23.6240874,pascal,7386399.04,329890.68,7386399.04,329890.68,25.0,23.0,25.0,11.0,13.0,16.0,43.0,3.0,0.0,12.0,0.0,0.0,0.0
outro,Rua Pascal,Campo Belo,1777.0,38,1,1,1.0,3364,-46.6659698,-23.625116100000003,pascal,7386286.95,330048.82,7386286.95,330048.82,25.0,23.0,20.0,11.0,13.0,16.0,30.0,3.0,0.0,12.0,0.0,0.0,0.0
apartamento,Avenida da Invernada,Campo Belo,432.0,80,2,1,0.0,3397,-46.6629524,-23.6259329,da invernada,7386200.08,330357.74,7386200.08,330357.74,16.0,23.0,14.0,11.0,10.0,5.0,28.0,5.0,0.0,12.0,0.0,0.0,0.0
outro,Rua Doutor Jesuíno Maciel,Campo Belo,1616.0,26,1,1,1.0,2742,-46.6665168,-23.6238321,doutor jesuino maciel,7386428.49,329991.35,7386428.49,329991.35,25.0,23.0,23.0,11.0,13.0,16.0,40.0,3.0,0.0,12.0,0.0,0.0,0.0
apartamento,Rua Cataguaz,Campo Belo,30.0,328,4,4,4.0,16570,-46.6704275,-23.6278505,cataguaz,7385978.83,329597.52,7385978.83,329597.52,21.0,23.0,20.0,11.0,7.0,5.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Francesco Usper,Sapopemba,485.0,47,2,1,1.0,991,-46.49745770000001,-23.6080173,francesco usper,7388370.63,347222.3,7388370.63,347222.3,15.0,1.0,10.0,8.0,0.0,5.0,7.0,7.0,0.0,11.0,5.0,2.0,0.0
apartamento,Rua Normanda,Jardim Itapoan,197.0,100,2,1,1.0,1320,-46.4874503,-23.6354009,normanda,7385348.99,348275.01,7385348.99,348275.01,8.0,0.0,0.0,0.0,1.0,2.0,30.0,0.0,0.0,7.0,0.0,0.0,0.0
apartamento,Rua Presidente Washington Luiz,Jardim Ana Maria,371.0,110,2,2,2.0,1620,-46.49021389999999,-23.6274891,presidente washington luiz,7386222.16,347983.93,7386222.16,347983.93,21.0,0.0,4.0,0.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
casa,Rua Evangelista de Souza,Parque Novo Oratório,650.0,210,2,4,3.0,2795,-46.4960398,-23.6315398,evangelista de souza,7385767.4,347394.24,7385767.4,347394.24,22.0,0.0,2.0,0.0,1.0,11.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Francisco Usper,Sapopemba,248.0,60,2,1,1.0,1057,-46.4990753,-23.6097304,francisco usper,7388179.21,347059.23,7388179.21,347059.23,12.0,1.0,10.0,8.0,0.0,5.0,9.0,7.0,0.0,11.0,17.0,2.0,0.0
casa,Rua Petrogrado,Jardim Santo Alberto,432.0,50,1,1,0.0,781,-46.4927883,-23.632485100000004,petrogrado,7385666.19,347727.06,7385666.19,347727.06,18.0,3.0,2.0,0.0,1.0,11.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0
casa,Rua Eugênia de Guerin,Sapopemba,252.0,50,1,1,0.0,711,-46.4957438,-23.6061496,eugenia de guerin,7388579.28,347395.02,7388579.28,347395.02,15.0,0.0,10.0,8.0,0.0,3.0,5.0,7.0,0.0,11.0,8.0,2.0,0.0
casa,Rua Evangelista de Souza,Parque Novo Oratório,361.0,57,2,2,1.0,1133,-46.4963444,-23.629106,evangelista de souza,7386036.58,347360.34,7386036.58,347360.34,27.0,0.0,2.0,0.0,0.0,11.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0
casa,Rua Eugenia de Guerin,Sapopemba,76.0,130,2,1,1.0,1142,-46.4960836,-23.6076422,eugenia de guerin,7388413.64,347362.08,7388413.64,347362.08,15.0,1.0,10.0,8.0,0.0,5.0,7.0,7.0,0.0,11.0,8.0,2.0,0.0
casa,Passagem Gabriel Fiorini,Sapopemba,145.0,60,1,1,0.0,813,-46.4983199,-23.6034037,passagem gabriel fiorini,7388880.6,347128.97,7388880.6,347128.97,11.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,11.0,12.0,0.0,0.0
apartamento,Rua da Paz,Chácara Santo Antonio,944.0,37,1,1,0.0,3134,-46.6977659,-23.6317237,da paz,7385517.04,326813.24,7385517.04,326813.24,16.0,2.0,32.0,42.0,1.0,41.0,17.0,17.0,20.0,10.0,54.0,0.0,0.0
apartamento,Rua da Paz,Chácara Santo Antonio,0.0,30,1,1,0.0,3567,0.0,0.0,da paz,7385517.04,326813.24,7385517.04,326813.24,16.0,2.0,32.0,42.0,1.0,41.0,17.0,17.0,20.0,10.0,54.0,0.0,0.0
apartamento,Rua Joaquim Guarani,Chácara Santo Antonio,485.0,70,1,1,1.0,5365,-46.6933439,-23.6265296,joaquim guarani,7386097.59,327257.6,7386097.59,327257.6,36.0,5.0,41.0,51.0,3.0,34.0,24.0,8.0,20.0,5.0,58.0,0.0,0.0
casa,Rua João Pais,Santo Amaro,96.0,133,3,1,2.0,3048,-46.6876336,-23.6292919,joao pais,7385798.58,327843.85,7385798.58,327843.85,32.0,0.0,43.0,24.0,0.0,35.0,26.0,0.0,20.0,5.0,54.0,0.0,0.0
apartamento,Rua Marechal Deodoro,Chácara Santo Antonio,295.0,380,3,2,2.0,9307,-46.6989055,-23.639004,marechal deodoro,7384709.42,326706.55,7384709.42,326706.55,6.0,2.0,26.0,12.0,1.0,30.0,15.0,9.0,0.0,18.0,28.0,0.0,0.0
apartamento,Rua Santo Arcádio,Brooklin,321.0,106,2,2,2.0,10570,-46.6910568,-23.6239339,santo arcadio,7386387.81,327487.55,7386387.81,327487.55,34.0,3.0,116.0,46.0,0.0,30.0,28.0,16.0,20.0,5.0,62.0,0.0,0.0
casa,Rua Américo Brasiliense,Santo Amaro,82.0,500,4,5,5.0,16250,-46.6892936,-23.638735600000004,americo brasiliense,7384750.77,327686.84,7384750.77,327686.84,5.0,1.0,16.0,10.0,0.0,15.0,10.0,4.0,0.0,5.0,28.0,0.0,0.0
casa,Rua Dona Eponina Afonseca,Chácara Santo Antonio,654.0,230,3,1,4.0,6591,-46.700793,-23.6370751,dona eponina afonseca,7384920.74,326511.44,7384920.74,326511.44,6.0,1.0,26.0,6.0,1.0,30.0,17.0,9.0,0.0,18.0,28.0,0.0,0.0
apartamento,Rua das Margaridas,Brooklin,281.0,40,1,1,1.0,3378,-46.6887342,-23.624665300000004,margaridas,7386309.61,327725.5,7386309.61,327725.5,34.0,3.0,114.0,33.0,0.0,30.0,25.0,4.0,40.0,5.0,80.0,0.0,0.0
casa,Rua Duarte Leite,Chácara Santo Antonio,263.0,400,4,7,8.0,9745,-46.704818,-23.6350209,duarte leite,7385143.33,326098.08,7385143.33,326098.08,16.0,2.0,20.0,3.0,3.0,22.0,21.0,19.0,0.0,5.0,10.0,0.0,0.0
apartamento,Rua Pássaros E Flores,Brooklin,223.0,72,2,2,1.0,5553,-46.6881063,-23.623869600000006,passaros e flores,7386398.49,327788.52,7386398.49,327788.52,31.0,2.0,107.0,26.0,0.0,27.0,25.0,8.0,40.0,5.0,62.0,0.0,0.0
apartamento,Rua Sebastião Alves de Sousa,Freguesia do Ó,28.0,45,1,1,0.0,1013,-46.7056561,-23.477538100000004,sebastiao alves de sousa,7402582.14,325805.02,7402582.14,325805.02,0.0,19.0,5.0,0.0,0.0,1.0,16.0,0.0,0.0,20.0,0.0,0.0,0.0
casa,Rua Fortunato Simões,Freguesia do Ó,115.0,100,3,2,3.0,3767,-46.7039686,-23.4793414,fortunato simoes,7402384.49,325979.76,7402384.49,325979.76,4.0,19.0,6.0,0.0,0.0,1.0,21.0,0.0,0.0,20.0,0.0,0.0,0.0
casa,Rua Gomes Leal,Vila Dionísia,261.0,170,2,4,0.0,2767,-46.6650531,-23.4669762,gomes leal,7403800.37,329938.99,7403800.37,329938.99,39.0,13.0,45.0,14.0,0.0,32.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Sebastião Alves de Sousa,Freguesia do Ó,28.0,60,1,1,0.0,1216,-46.7056561,-23.477538100000004,sebastiao alves de sousa,7402582.14,325805.02,7402582.14,325805.02,0.0,19.0,5.0,0.0,0.0,1.0,16.0,0.0,0.0,20.0,0.0,0.0,0.0
casa,Rua Capitão José Amaral,Freguesia do Ó,127.0,200,3,3,3.0,3606,-46.69280120000001,-23.4802527,capitao jose amaral,7402297.05,327121.66,7402297.05,327121.66,8.0,1.0,15.0,2.0,0.0,11.0,19.0,0.0,0.0,20.0,0.0,0.0,0.0
casa,Rua Josué Grande,Freguesia do Ó,150.0,185,2,2,2.0,2293,-46.7040805,-23.4804669,josue grande,7402259.71,325969.81,7402259.71,325969.81,4.0,19.0,6.0,0.0,0.0,3.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0
casa,Rua São Feliciano,Freguesia do Ó,312.0,70,2,1,1.0,1322,-46.69074439999999,-23.4806314,sao feliciano,7402257.58,327332.25,7402257.58,327332.25,8.0,1.0,17.0,2.0,4.0,12.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Professor José Soares de Mello,Vila Nova Cachoeirinha,179.0,55,2,1,1.0,1826,-46.66718529999999,-23.469918600000003,professor jose soares de mello,7403472.01,329724.95,7403472.01,329724.95,40.0,16.0,45.0,14.0,0.0,38.0,42.0,22.0,0.0,7.0,0.0,0.0,0.0
casa,Avenida General Penha Brasil,Vila Dionísia,154.0,48,2,1,0.0,1300,-46.6666523,-23.469510600000003,general penha brasil,7403517.82,329778.87,7403517.82,329778.87,35.0,16.0,47.0,14.0,0.0,38.0,45.0,22.0,0.0,7.0,0.0,0.0,0.0
casa,Rua Amador de Barros Júnior,Freguesia do Ó,20.0,50,1,1,0.0,981,-46.7021966,-23.4800154,amador de barros junior,7402311.99,326161.65,7402311.99,326161.65,4.0,20.0,8.0,2.0,0.0,2.0,24.0,0.0,0.0,20.0,0.0,0.0,0.0
casa,Rua Itirapina,Vila Nova Cachoeirinha,56.0,48,2,1,0.0,1339,-46.6648834,-23.470613,itirapina,7403397.83,329960.98,7403397.83,329960.98,28.0,16.0,47.0,14.0,0.0,30.0,52.0,22.0,0.0,7.0,0.0,0.0,0.0
casa,Rua Adalberto Kurti,Jardim Felicidade,405.0,70,1,1,0.0,1271,-46.7306768,-23.4855811,adalberto kurti,7401660.91,323259.9,7401660.91,323259.9,13.0,3.0,10.0,4.0,0.0,5.0,32.0,25.0,0.0,8.0,0.0,0.0,0.0
apartamento,Rua Portão Preto,Vila Mangalot,164.0,51,2,1,1.0,1805,-46.74481970000001,-23.4955215,portao preto,7400542.62,321828.66,7400542.62,321828.66,43.0,5.0,29.0,3.0,0.0,17.0,56.0,11.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Doutor Gomes Ferraz,Piqueri,176.0,60,3,2,1.0,1994,-46.7230161,-23.4897647,doutor gomes ferraz,7401207.01,324047.94,7401207.01,324047.94,12.0,7.0,39.0,15.0,4.0,43.0,60.0,35.0,0.0,5.0,0.0,0.0,0.0
apartamento,Avenida Paula Ferreira,Piqueri,2919.0,55,2,1,0.0,1670,-46.7198388,-23.4887699,paula ferreira,7401321.06,324371.15,7401321.06,324371.15,12.0,7.0,43.0,15.0,4.0,43.0,75.0,36.0,0.0,5.0,0.0,0.0,0.0
apartamento,Rua Willis Roberto Banks,Parque São Domingos,549.0,54,2,1,1.0,1771,-46.74223320000001,-23.4934401,willis roberto banks,7400776.32,322090.04,7400776.32,322090.04,43.0,5.0,28.0,3.0,0.0,30.0,55.0,14.0,0.0,8.0,0.0,0.0,0.0
casa,Rua Brigadeiro Henrique Fontenelle,Parque São Domingos,1119.0,125,3,2,4.0,3690,-46.7394167,-23.4977468,brigadeiro henrique fontenelle,7400302.88,322383.49,7400302.88,322383.49,52.0,8.0,15.0,3.0,0.0,39.0,62.0,11.0,0.0,0.0,0.0,0.0,0.0
apartamento,R. Celso Vieira,Piqueri,718.0,36,2,1,1.0,1216,-46.7187793,-23.4925115,celso vieira,7400908.01,324484.33,7400908.01,324484.33,12.0,7.0,46.0,11.0,4.0,46.0,76.0,20.0,0.0,0.0,0.0,0.0,0.0
casa,Rua Brigadeiro Henrique Fontenelle,Parque São Domingos,1169.0,120,3,4,2.0,2404,-46.7397977,-23.4972847,brigadeiro henrique fontenelle,7400353.58,322343.95,7400353.58,322343.95,52.0,8.0,17.0,3.0,0.0,35.0,62.0,11.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua José Ataliba Ortiz,Vila Mangalot,985.0,78,2,2,2.0,2292,-46.74483,-23.4994058,jose ataliba ortiz,7400112.45,321832.83,7400112.45,321832.83,44.0,5.0,21.0,3.0,0.0,20.0,62.0,11.0,0.0,0.0,0.0,0.0,0.0
casa,Avenida Anastácio,City América,1986.0,495,4,4,5.0,8625,-46.7370071,-23.4915337,anastacio,7400993.91,322621.27,7400993.91,322621.27,45.0,3.0,20.0,9.0,0.0,33.0,61.0,24.0,0.0,8.0,0.0,0.0,0.0
outro,Rua Joaquim Oliveira Freitas,Parque São Domingos,1741.0,50,1,1,0.0,941,-46.7451954,-23.4923929,joaquim oliveira freitas,7400888.62,321786.08,7400888.62,321786.08,43.0,5.0,35.0,13.0,0.0,17.0,58.0,6.0,0.0,8.0,0.0,0.0,0.0
apartamento,Rua Barão do Triunfo,Brooklin,276.0,50,1,1,1.0,3498,-46.6841139,-23.6253846,barao do triunfo,7386235.52,328197.86,7386235.52,328197.86,35.0,2.0,117.0,26.0,0.0,40.0,36.0,4.0,40.0,0.0,80.0,0.0,0.0
apartamento,Rua Professor José Leite E Oiticica,Brooklin,240.0,147,3,5,3.0,13800,-46.6956289,-23.6208484,professor jose leite e oiticica,7386723.97,327016.99,7386723.97,327016.99,21.0,4.0,113.0,43.0,3.0,31.0,18.0,15.0,40.0,0.0,40.0,0.0,0.0
outro,Rua Henri Dunant,Chácara Santo Antonio,1066.0,32,1,1,0.0,3475,-46.7009355,-23.6262837,henri dunant,7386115.63,326482.68,7386115.63,326482.68,21.0,5.0,39.0,48.0,3.0,27.0,24.0,8.0,0.0,5.0,22.0,0.0,0.0
outro,Rua Henri Dunant,Chácara Santo Antonio,1066.0,33,1,1,1.0,3905,-46.7009275,-23.626323100000004,henri dunant,7386111.27,326483.55,7386111.27,326483.55,21.0,5.0,39.0,48.0,3.0,27.0,24.0,8.0,0.0,5.0,22.0,0.0,0.0
apartamento,Rua Lagoa da Barra,Itaquera,625.0,50,2,1,1.0,1253,-46.4422916,-23.5442742,lagoa da barra,7395486.87,352780.35,7395486.87,352780.35,8.0,20.0,3.0,2.0,3.0,11.0,16.0,4.0,0.0,10.0,2.0,0.0,0.0
casa,Rua Estevan de Araújo Almeida,Itaquera,250.0,47,2,1,1.0,1211,-46.4359976,-23.5326,estevan de araujo almeida,7396786.02,353409.95,7396786.02,353409.95,9.0,1.0,3.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Professor Leonídio Allegreti,Itaquera,757.0,52,2,1,1.0,1153,-46.44299470000001,-23.5365904,professor leonidio allegreti,7396336.99,352700.01,7396336.99,352700.01,10.0,0.0,11.0,5.0,3.0,14.0,20.0,1.0,0.0,0.0,2.0,0.0,0.0
casa,Rua Jiparaná,Itaquera,21.0,50,1,1,0.0,984,-46.4373717,-23.5352554,jiparana,7396490.58,353272.61,7396490.58,353272.61,6.0,1.0,3.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
casa,Rua Nova Beira,Itaquera,175.0,22,1,1,0.0,915,-46.4422597,-23.5385147,nova beira,7396124.66,352777.2,7396124.66,352777.2,9.0,0.0,6.0,3.0,3.0,13.0,17.0,1.0,0.0,0.0,2.0,0.0,0.0
casa,Rua Damasio Pinto,Itaquera,367.0,55,1,1,0.0,767,-46.4415508,-23.5284614,damasio pinto,7397238.6,352838.38,7397238.6,352838.38,9.0,1.0,9.0,5.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Jucupema,Itaquera,49.0,70,2,1,0.0,1417,-46.4398706,-23.5302017,jucupema,7397047.62,353011.87,7397047.62,353011.87,12.0,1.0,6.0,5.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
casa,Rua Padre Frei Jorge Walter Nunes,Itaquera,135.0,65,2,1,1.0,1547,-46.4389065,-23.5278426,padre frei jorge walter nunes,7397309.83,353107.68,7397309.83,353107.68,13.0,1.0,4.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Padre Frei Jorge Walter Nunes,Itaquera,639.0,45,2,1,1.0,1333,-46.43482879999999,-23.5264521,padre frei jorge walter nunes,7397467.98,353522.48,7397467.98,353522.48,12.0,1.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Laurentino Xavier dos Santos,Itaquera,801.0,40,2,1,0.0,1291,-46.43863270000001,-23.5218241,laurentino xavier dos santos,7397976.55,353128.96,7397976.55,353128.96,13.0,1.0,8.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Laurentino Xavier dos Santos,Itaquera,801.0,40,2,1,0.0,1291,-46.43863270000001,-23.5218241,laurentino xavier dos santos,7397976.55,353128.96,7397976.55,353128.96,13.0,1.0,8.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
